,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
4906,13,Gregory Ports,Louis,Brown,9,Son,NA,Male,Student,None,NA
4907,14,Gregory Ports,Harry,Marsden,83,Head,Divorced,Male,Retired Building services engineer,None,Christian
4908,15,Gregory Ports,Julie,Lee,49,Head,Married,Female,Unemployed,None,None
4909,15,Gregory Ports,Robin,Lee,49,Husband,Married,Male,Field trials officer,None,None
4910,15,Gregory Ports,Joanna,Lee,16,Daughter,NA,Female,Student,None,NA
4911,15,Gregory Ports,Graeme,Lee,15,Son,NA,Male,Student,None,NA
4912,16,Gregory Ports,Julie,Thomas,51,Head,Married,Female,Geophysicist/field seismologist,None,Christian
4913,16,Gregory Ports,Nathan,Thomas,54,Husband,Married,Male,Systems analyst,None,Christian
4914,16,Gregory Ports,Georgia,Thomas,38,Daughter,Single,Female,Investment analyst,None,None
4915,17,Gregory Ports,Lynn,Phillips,38,Head,Married,Female,Commercial horticulturist,None,Christian
4916,17,Gregory Ports,Joseph,Phillips,45,Husband,Married,Male,"Designer, industrial/product",None,Christian
4917,17,Gregory Ports,Jeremy,Phillips,3,Son,NA,Male,Child,None,NA
4918,18,Gregory Ports,Tina,Hill,51,Head,Married,Female,"Geologist, wellsite",None,Jewish
4919,18,Gregory Ports,Gordon,Hill,53,Husband,Married,Male,Ceramics designer,None,Jewish
4920,18,Gregory Ports,Sheila,Hill,16,Daughter,NA,Female,Student,None,NA
4921,19,Gregory Ports,Pamela,Austin,36,Head,Single,Female,"Engineer, land",None,None
4922,19,Gregory Ports,Jeffrey,Thompson,35,Partner,Single,Male,"Engineer, automotive",None,None
4923,19,Gregory Ports,Ian,Austin,2,Son,NA,m,Child,None,NA
4924,20,Gregory Ports,Danielle,Young,39,Head,Married,Female,Fast food restaurant manager,None,Catholic
4925,20,Gregory Ports,Douglas,Young,38,Husband,Married,Male,Clinical biochemist,None,Catholic
4926,20,Gregory Ports,Victoria,Young,7,Daughter,NA,Female,Student,None,NA
4927,21,Gregory Ports,Brett,Thompson,22,Head,Single,Male,University Student,None,Catholic
4928,21,Gregory Ports,Olivia,Taylor,22,None,Single,Female,University Student,None,Christian
4929,21,Gregory Ports,Marion,Williams,20,None,Single,Female,University Student,None,Christian
4930,21,Gregory Ports,Amanda,Akhtar,18,None,Single,Female,University Student,None,Muslim
4931,21,Gregory Ports,Joseph,Bates,19,None,Single,Male,University Student,None,None
4932,22,Gregory Ports,Beverley,Hughes,38,Head,Single,Female,Chiropractor,None,Christian
4933,22,Gregory Ports,Michael,Owens,41,Partner,Single,Male,"Engineer, mining",None,Christian
4934,22,Gregory Ports,Norman,Davies,51,Lodger,Divorced,Male,Tax inspector,None,Catholic
4935,23,Gregory Ports,Caroline,Collins,39,Head,Single,Female,Environmental health practitioner,None,None
4936,23,Gregory Ports,Jeremy,Chan,41,Partner,Single,Male,Regulatory affairs officer,None,None
4937,23,Gregory Ports,Anna,Collins,3,Daughter,NA,Female,Child,None,NA
4938,24,Gregory Ports,Angela,Leach,27,Head,Married,Female,Water quality scientist,None,Methodist
4939,24,Gregory Ports,Samuel,Leach,26,Husband,Married,Male,Chiropodist,None,Methodist
4940,24,Gregory Ports,Nicholas,Leach,11,Son,NA,Male,Student,None,NA
4941,25,Gregory Ports,Gerald,Fox,39,Head,Married,Male,Research scientist (life sciences),None,Christian
4942,25,Gregory Ports,Billy,Fox,37,Husband,Married,Male,Media planner,None,Christian
4943,25,Gregory Ports,Jeremy,Fox,20,Step-Son,Divorced,Male,Public relations account executive,None,Christian
4944,25,Gregory Ports,Lindsey,Fox,19,Step-Daughter,Single,F,University Student,None,Christian
4945,25,Gregory Ports,Duncan,Fox,19,Step-Son,Single,Male,University Student,None,Christian
4946,26,Gregory Ports,Leonard,Kemp,43,Head,Married,Male,IT consultant,None,None
4947,26,Gregory Ports,Leah,Kemp,39,Wife,Married,Female,Museum education officer,None,None
4948,26,Gregory Ports,Charles,Kemp,7,Son,NA,Male,Student,None,NA
4949,27,Gregory Ports,Aaron,Kennedy,27,Head,Divorced,Male,Warehouse manager,None,None
4950,28,Gregory Ports,Charlene,Lee,39,Head,Married,Female,Health physicist,None,Christian
4951,28,Gregory Ports,Danny,Lee,41,Husband,Married,Male,Unemployed,None,Christian
4952,28,Gregory Ports,Nicholas,Stewart-Lee,12,Son,NA,Male,Student,None,NA
4953,29,Gregory Ports,Lindsey,Hill,42,Head,Married,Female,Counsellor,None,Catholic
4954,29,Gregory Ports,Lee,Hill,44,Husband,Married,Male,Scientific laboratory technician,None,Catholic
4955,29,Gregory Ports,Harry,Hill,3,Son,NA,Male,Child,None,NA
4956,30,Gregory Ports,Sara,King,44,Head,Divorced,Female,Unemployed,None,None
4957,30,Gregory Ports,Lynda,Kaur-King,11,Daughter,NA,Female,Student,None,NA
4958,30,Gregory Ports,Rachel,Kaur-King,10,Daughter,NA,Female,Student,None,NA
4959,31,Gregory Ports,Kerry,Lamb,36,Head,Divorced,Female,"Surveyor, minerals",None,Methodist
4960,31,Gregory Ports,Adam,Thompson,60,Lodger,Single,Male,Environmental manager,None,Christian
4961,31,Gregory Ports,Linda,Taylor,45,Lodger,Single,Female,Copy,None,Christian
4962,32,Gregory Ports,Janet,Clarke,40,Head,Married,Female,Actuary,None,Christian
4963,32,Gregory Ports,Thomas,Clarke,42,Husband,Married,Male,Curator,None,None
4964,32,Gregory Ports,Caroline,Clarke,5,Daughter,NA,Female,Student,None,NA
4965,33,Gregory Ports,Rosie,Porter,28,Head,Married,Female,Medical technical officer,None,None
4966,33,Gregory Ports,Kevin,Porter,27,Husband,Married,Male,Hydrographic surveyor,None,None
4967,33,Gregory Ports,Jenna,Porter,2,Daughter,NA,Female,Child,None,NA
4968,34,Gregory Ports,Julie,Lyons,44,Head,Married,Female,Civil Service fast streamer,None,None
4969,34,Gregory Ports,Karl,Lyons,45,Husband,Married,Male,"Surveyor, land/geomatics",None,None
4970,34,Gregory Ports,Iain,Lyons,1,Son,NA,Male,Child,None,NA
4971,34,Gregory Ports,Dean,Wilson,36,Lodger,Single,Male,Architectural technologist,None,Catholic
4972,35,Gregory Ports,Shirley,Foster,42,Head,Divorced,Female,Tax adviser,None,None
4973,35,Gregory Ports,Ross,Foster,23,Son,Divorced,Male,Fish farm manager,None,None
4974,35,Gregory Ports,Clive,Foster,23,Son,Widowed,m,Special effects artist,None,None
4975,36,Gregory Ports,Patricia,Sanders,29,Head,Single,Female,"Education officer, museum",None,None
4976,36,Gregory Ports,Adam,Evans,62,None,Single,Male,Unemployed,None,Christian
4977,37,Gregory Ports,Ashleigh,White,74,Head,Widowed,Female,Retired Health and safety adviser,None,None
4978,38,Gregory Ports,Josh,Ali,37,Head,Single,Male,"Scientist, physiological",None,None
4979,39,Gregory Ports,Aimee,Holland,63,Head,Married,Female,Physiotherapist,None,Methodist
4980,39,Gregory Ports,Stuart,Holland,69,Husband,Married,Male,Retired General practice doctor,None,Methodist
4981,39,Gregory Ports,Julie,Lawson,22,Granddaughter,Single,Female,University Student,None,None
4982,39,Gregory Ports,Gary,Lawson,18,Grandson,Single,Male,Student,None,Methodist
4983,40,Gregory Ports,Terence,Turnbull,60,Head,Single,Male,Air broker,None,None
4984,40,Gregory Ports,Howard,Turnbull,26,Son,Single,Male,Art gallery manager,None,None
4985,40,Gregory Ports,Marc,Turnbull,23,Son,Single,Male,Archivist,None,None
4986,40,Gregory Ports,Emma,Turnbull,19,Daughter,Single,Female,University Student,None,None
4987,40,Gregory Ports,Robin,Turnbull,15,Son,NA,Male,Student,None,NA
4988,41,Gregory Ports,Amanda,Khan,56,Head,Single,Female,Music tutor,None,Christian
4989,41,Gregory Ports,Liam,Smith,53,Partner,Single,Male,Retail manager,None,Christian
4990,41,Gregory Ports,Francis,Richards-Khan,16,Son,NA,Male,Student,None,NA
4991,42,Gregory Ports,Ann,Hamilton,44,Head,Married,Female,Advertising art director,None,None
4992,42,Gregory Ports,Richard,Hamilton,43,Husband,Married,Male,Control and instrumentation engineer,None,None
4993,42,Gregory Ports,Roger,Hamilton,22,Son,Single,Male,University Student,None,None
4994,43,Gregory Ports,Leon,Anderson,60,Head,Married,Male,"Engineer, biomedical",None,Catholic
4995,43,Gregory Ports,Amanda,Anderson-Ward,62,Wife,Married,Female,"Librarian, public",None,Christian
4996,43,Gregory Ports,Fiona,Anderson-Ward,26,Daughter,Single,Female,Speech and language therapist,None,Catholic
4997,44,Gregory Ports,Grace,Owen,34,Head,Married,Female,Merchant navy officer,None,Methodist
4998,44,Gregory Ports,Christian,Owen,37,Husband,Married,m,"Engineer, petroleum",None,Methodist
4999,44,Gregory Ports,Kenneth,Owen,17,Son,NA,Male,Student,None,NA
5000,45,Gregory Ports,Rosemary,Hill,46,Head,Married,Female,"Psychologist, educational",None,None
5001,45,Gregory Ports,Graeme,Hill,44,Husband,Married,Male,"Optician, dispensing",None,None
5002,45,Gregory Ports,Matthew,Hill,19,Son,Single,Male,University Student,None,None
5003,45,Gregory Ports,Luke,Hill,17,Son,NA,Male,Student,None,NA
5004,46,Gregory Ports,Karl,Spencer,67,Head,Widowed,Male,Video editor,None,Christian
5005,47,Gregory Ports,Dorothy,Vaughan,29,Head,Single,Female,Advertising account executive,None,Catholic
5006,47,Gregory Ports,Danielle,Vaughan,3,Daughter,NA,Female,Child,None,NA
5007,47,Gregory Ports,Lucy,Wilson,63,Lodger,Single,Female,Building services engineer,None,Christian
5008,48,Gregory Ports,Lauren,White,40,Head,Married,Female,Landscape architect,None,Christian
5009,48,Gregory Ports,Connor,White,48,Husband,Married,Male,Energy engineer,None,Christian
5010,48,Gregory Ports,Melanie,White,18,Daughter,Single,Female,Student,None,Christian
5011,48,Gregory Ports,Toby,White,14,Son,NA,Male,Student,None,NA
5012,49,Gregory Ports,Charlie,Patel,36,Head,Single,Male,Tree surgeon,None,Christian
5013,49,Gregory Ports,Beverley,Francis,38,Partner,Single,Female,Proofreader,None,Christian
5014,50,Gregory Ports,Ellie,Williams,37,Head,Married,Female,Unemployed,None,Methodist
5015,50,Gregory Ports,George,Williams,39,Husband,Married,Male,Building surveyor,None,Methodist
5016,50,Gregory Ports,Michelle,Williams,3,Daughter,NA,Female,Child,None,NA
5017,50,Gregory Ports,Connor,Williams,1,Son,NA,Male,Child,None,NA
5018,51,Gregory Ports,Rachael,Ellis,34,Head,Married,Female,"Designer, interior/spatial",None,Christian
5019,51,Gregory Ports,Philip,Ellis,39,Husband,Married,Male,Clothing/textile technologist,None,None
5020,51,Gregory Ports,Kim,Ellis,1,Daughter,NA,Female,Child,None,NA
5021,52,Gregory Ports,Chloe,Bruce,47,Head,Married,Female,Fast food restaurant manager,None,Methodist
5022,52,Gregory Ports,Charles,Bruce,49,Husband,Married,Male,Records manager,None,None
5023,52,Gregory Ports,Lynne,Bruce,16,Daughter,NA,Female,Student,None,NA
5024,52,Gregory Ports,Pamela,Bruce,14,Daughter,NA,Female,Student,None,NA
5025,52,Gregory Ports,Vincent,Bruce,13,Son,NA,Male,Student,None,NA
5026,53,Gregory Ports,Rita,Jones,85,Head,Widowed,Female,Unemployed,None,Christian
5027,53,Gregory Ports,Sian,Jones,44,Adopted Daughter,Single,Female,Site engineer,None,Christian
5028,53,Gregory Ports,Shirley,Robinson-Jones,38,Daughter,Single,female,Diagnostic radiographer,None,Christian
5029,53,Gregory Ports,Kerry,Robinson-Jones,36,Daughter,Single,Female,"Designer, jewellery",None,None
5030,53,Gregory Ports,Francesca,Robinson-Jones,34,Daughter,Widowed,Female,Unemployed,None,Christian
5031,54,Gregory Ports,Irene,Harrison,36,Head,Married,Female,Chiropodist,None,Christian
5032,54,Gregory Ports,Scott,Harrison,34,Husband,Married,m,Ergonomist,None,None
5033,54,Gregory Ports,David,Harrison,32,Son,Single,Male,"Conservator, museum/gallery",None,Christian
5034,54,Gregory Ports,Clare,Harrison,28,Daughter,Single,Female,Sports administrator,None,None
5035,55,Gregory Ports,Jessica,Perry,36,Head,Married,Female,Environmental education officer,None,None
5036,55,Gregory Ports,Timothy,Perry,35,Husband,Married,Male,Water engineer,None,None
5037,55,Gregory Ports,Wayne,Perry,17,Son,NA,Male,Student,None,NA
5038,56,Gregory Ports,Lewis,Howarth,31,Head,Married,Male,"Sound technician, broadcasting/film/video",None,Christian
5039,56,Gregory Ports,Sally,Howarth,27,Wife,Married,Female,Field seismologist,None,Christian
5040,56,Gregory Ports,Sylvia,Howarth,4,Daughter,NA,Female,Child,None,NA
5041,56,Gregory Ports,Kate,Watkins-Howarth,0,Daughter,NA,Female,Child,None,NA
5042,57,Gregory Ports,Kyle,Thompson,81,Head,Married,male,Retired Race relations officer,None,Christian
5043,57,Gregory Ports,Laura,Thompson,74,Wife,Married,Female,Retired Museum education officer,None,None
5044,58,Gregory Ports,Reece,Carpenter,46,Head,Single,Male,"Teacher, adult education",None,Christian
5045,58,Gregory Ports,Lisa,Bishop,44,Partner,Single,Female,"Librarian, academic",None,None
5046,59,Gregory Ports,Sophie,Tucker,36,Head,Married,Female,Chartered certified accountant,None,Catholic
5047,59,Gregory Ports,Adrian,Tucker,43,Husband,Married,m,Human resources officer,None,None
5048,59,Gregory Ports,Anna,Anderson,6,Step-Daughter,NA,Female,Student,None,NA
5049,59,Gregory Ports,Roy,Matthews,3,Step-Son,NA,M,Child,None,NA
5050,60,Gregory Ports,Amber,Gilbert,46,Head,Married,Female,International aid/development worker,None,None
5051,60,Gregory Ports,John,Gilbert,47,Husband,Married,Male,Advertising account planner,None,None
5052,60,Gregory Ports,Conor,Gilbert,13,Son,NA,Male,Student,None,NA
5053,61,Gregory Ports,Joan,Collins,53,Head,Single,Female,"Therapist, horticultural",None,None
5054,61,Gregory Ports,Trevor,Marshall,55,Partner,Single,Male,Senior tax professional/tax inspector,None,None
5055,61,Gregory Ports,Harry,Collins,14,Son,NA,Male,Student,None,NA
5056,61,Gregory Ports,Marion,Collins,6,Daughter,NA,Female,Student,None,NA
5057,62,Gregory Ports,Dennis,Martin,41,Head,Divorced,Male,Furniture conservator/restorer,None,Catholic
5058,62,Gregory Ports,Harry,Martin,5,Son,NA,Male,Student,None,NA
5059,62,Gregory Ports,Yvonne,Martin,1,Daughter,NA,Female,Child,None,NA
5060,62,Gregory Ports,Billy,Berry,53,Lodger,Single,Male,Marketing executive,None,None
5061,62,Gregory Ports,Douglas,Baker,28,Lodger,Single,Male,Education administrator,None,None
5062,62,Gregory Ports,Pauline,Wilkinson,19,Lodger,Single,Female,University Student,None,Baptist
5063,63,Gregory Ports,Simon,Ball,53,Head,Single,male,"Administrator, arts",None,Methodist
5064,63,Gregory Ports,Michelle,Weston,57,Partner,Single,Female,Cytogeneticist,None,None
5065,63,Gregory Ports,Guy,Ball,15,Son,NA,Male,Student,None,NA
5066,63,Gregory Ports,Anna,Ball,12,Daughter,NA,Female,Student,None,NA
5067,64,Gregory Ports,Carol,Stewart,44,Head,Married,Female,Dentist,None,None
5068,64,Gregory Ports,Antony,Stewart,47,Husband,Married,Male,"Engineer, land",None,None
5069,64,Gregory Ports,Joel,Stewart,15,Son,NA,Male,Student,None,NA
5070,65,Gregory Ports,Stephanie,Evans,40,Head,Married,Female,Furniture conservator/restorer,None,None
5071,65,Gregory Ports,Julian,Evans,43,Husband,Married,Male,Chemical engineer,None,None
5072,65,Gregory Ports,Maria,Evans,12,Daughter,NA,Female,Student,None,NA
5073,65,Gregory Ports,Angela,Evans,5,Daughter,NA,Female,Student,None,NA
5074,65,Gregory Ports,Louis,Evans,2,Son,NA,Male,Child,None,NA
5075,65,Gregory Ports,Caroline,Evans,2,Daughter,NA,Female,Child,None,NA
5076,65,Gregory Ports,Rita,Holmes,32,Lodger,Single,Female,Unemployed,None,None
5077,66,Gregory Ports,Jacqueline,Spencer,57,Head,Married,Female,Academic librarian,None,Christian
5078,66,Gregory Ports,Raymond,Spencer,58,Husband,Married,Male,Administrator,None,Christian
5079,66,Gregory Ports,Suzanne,Spencer,36,Daughter,Single,Female,"Psychologist, sport and exercise",None,Christian
5080,67,Gregory Ports,Tracey,Carter,30,Head,Married,Female,Biomedical scientist,None,Catholic
5081,67,Gregory Ports,Christian,Carter,36,Husband,Married,Male,Sports administrator,None,Catholic
5082,67,Gregory Ports,Carly,Carter,1,Daughter,NA,Female,Child,None,NA
5083,68,Gregory Ports,Jade,Russell,31,Head,Single,Female,Newspaper journalist,None,None
5084,68,Gregory Ports,Luke,Smith,33,Partner,Single,M,"Surveyor, insurance",None,None
5085,68,Gregory Ports,Bethany,Russell,5,Daughter,NA,Female,Student,None,NA
5086,69,Gregory Ports,Susan,Thompson,25,Head,Single,Female,PhD Student,None,None
5087,69,Gregory Ports,Paige,Robinson,18,None,Single,Female,University Student,None,None
5088,69,Gregory Ports,Dean,Swift,20,None,Single,Male,University Student,None,Catholic
5089,69,Gregory Ports,Anne,Hughes,19,None,Single,Female,University Student,None,Catholic
5090,70,Gregory Ports,Sylvia,White,48,Head,Single,Female,"Administrator, Civil Service",None,None
5091,70,Gregory Ports,Dominic,Savage,34,None,Single,Male,"Designer, graphic",None,None
5092,70,Gregory Ports,Gary,Archer,52,None,Single,Male,Clinical biochemist,None,None
5093,71,Gregory Ports,Georgina,Dawson,79,Head,Widowed,Female,"Retired Psychologist, counselling",None,Christian
5094,72,Gregory Ports,Lydia,Roberts,38,Head,Single,Female,"Social research officer, government",None,Catholic
5095,72,Gregory Ports,Carl,Akhtar,39,Partner,Single,Male,Textile designer,None,Catholic
5096,73,Gregory Ports,Shirley,Green,30,Head,Single,Female,Electrical engineer,None,None
5097,73,Gregory Ports,Marilyn,Brown,23,None,Single,Female,Fish farm manager,None,None
5098,73,Gregory Ports,Donna,Watson,43,None,Single,Female,Research scientist (medical),None,None
5099,74,Gregory Ports,Barbara,Hall,54,Head,Married,Female,"Therapist, speech and language",None,Christian
5100,74,Gregory Ports,Keith,Hall,54,Husband,Married,Male,Public relations officer,None,Christian
5101,74,Gregory Ports,Kathleen,Hall,22,Daughter,Single,female,University Student,None,None
5102,74,Gregory Ports,Suzanne,Hall,18,Daughter,Divorced,Female,Student,None,Christian
5103,74,Gregory Ports,Megan,Hall,15,Daughter,NA,Female,Student,None,NA
5104,75,Gregory Ports,Jayne,Green,45,Head,Married,Female,Community education officer,None,None
5105,75,Gregory Ports,Edward,Green,51,Husband,Married,Male,Artist,None,None
5106,75,Gregory Ports,Karen,Green,13,Daughter,NA,Female,Student,None,NA
5107,76,Gregory Ports,Jenna,Quinn,40,Head,Single,Female,Colour technologist,None,Catholic
5108,76,Gregory Ports,Tony,Owen,43,Partner,Single,Male,"Research officer, political party",None,None
